0.000936582 0
1.42181 0
1.42199 0
1.47167 0
1.52252 0.00202412
1.57337 0.00202412
1.62358 0.00187836
1.67439 0.00187836
1.72458 0.50173
1.77441 0.50173
1.82429 0.501636
1.87386 0.501636
1.9236 0.495573
1.97684 0.495573
2.04262 0.506535
2.1153 0.506535
2.16413 0.493308
2.20723 0.493308
2.27209 0.505959
2.32976 0.505959
2.38435 0.495238
2.44021 0.495238
2.49193 0.506153
2.55766 0.506153
2.59377 0.494225
2.63697 0.494225
2.69809 0.503051
2.74359 0.503051
2.79938 0.49892
2.84486 0.49892
2.89326 0.497379
2.95045 0.497379
2.99584 0.501595
3.05282 0.501595
3.10358 0.504096
3.15421 0.504096
3.20816 0.502603
3.26611 0.502603
3.31365 0.502862
3.36297 0.502862
3.41607 0.50027
3.4665 0.50027
3.51436 0.500485
3.56639 0.500485
3.6189 0.501972
3.67239 0.501972
3.72041 0.496887
3.77163 0.496887
3.82462 0.302923
3.8758 0.302923
3.93073 0.299581
3.98238 0.299581
4.05149 0.300186
4.09671 0.300186
4.14901 0.300056
4.20619 0.300056
4.25412 0.301852
4.3048 0.301852
4.36559 0.299252
4.4221 0.299252
4.47405 0.299781
4.51725 0.299781
4.57016 0.302334
4.6174 0.302334
4.67136 0.29982
4.72243 0.29982
4.77238 0.300303
4.82143 0.300303
4.87201 0.300765
4.92651 0.300765
4.98179 0.301281
5.03515 0.301281
5.07946 0.298686
5.12918 0.298686
5.1767 0.299836
5.23153 0.299836
5.27902 0.30391
5.33241 0.30391
5.38956 0.304734
5.43623 0.304734
5.4962 0.294766
5.5519 0.294766
5.59786 0.299819
5.65277 0.299819
5.70371 0.302961
5.75647 0.302961
5.80883 0.302959
5.86555 0.302959
5.9097 0.305948
5.96445 0.305948
6.02214 0.301528
6.09096 0.301528
6.14278 0.298412
6.19804 0.298412
6.24388 0.299975
6.30174 0.299975
6.34351 0.296688
6.40207 0.296688
6.45028 0.301099
6.51287 0.301099
6.55308 0.0589473
6.60306 0.0589473
6.64835 0.0719621
6.697 0.0719621
6.74511 0.106116
6.79546 0.106116
6.84885 0.0977092
6.903 0.0977092
6.96129 0.0939505
7.00974 0.0939505
7.06746 0.112547
7.11246 0.112547
7.15974 0.0990927
7.21527 0.0990927
7.26754 0.101459
7.31621 0.101459
7.36896 0.119994
7.42299 0.119994
7.47325 0.113095
7.5246 0.113095
7.5675 0.0979066
7.61831 0.0979066
7.67412 -0.195982
7.72952 -0.195982
7.78718 -0.202182
7.83882 -0.202182
7.88736 0.228508
7.93445 0.228508
7.98824 0.242251
8.04662 0.242251
8.09453 0.216229
8.15391 0.216229
8.20143 0.18103
8.26853 0.18103
8.3223 0.120835
8.36627 0.120835
8.42088 0.0550392
8.47771 0.0550392
8.52907 -0.00730819
8.57523 -0.00730819
8.62783 -0.0584866
8.68446 -0.0584866
8.75855 -0.0816036
8.81 -0.0816036
8.86149 -0.281748
8.90355 -0.281748
8.9533 -0.251783
9.00332 -0.251783
9.07051 -0.239635
9.12749 -0.239635
9.17628 -0.240791
9.21923 -0.240791
9.26569 -0.245293
9.31298 -0.245293
9.37306 0.0598157
9.4249 0.0598157
9.47535 0.0136586
9.52071 0.0136586
9.57553 0.0132501
9.63477 0.0132501
9.68416 -0.0168014
9.73465 -0.0168014
9.78462 -0.0394029
9.83665 -0.0394029
9.89352 -0.0237967
9.94517 -0.0237967
9.99154 0.00433654
10.0371 0.00433654
10.0853 0.0293445
10.1362 0.0293445
10.1859 0.0558333
10.2372 0.0558333
10.2884 0.0756673
10.3423 0.0756673
10.4015 0.0252213
10.4547 0.0252213
10.5075 -0.0226449
10.5522 -0.0226449
10.5977 -0.0593566
10.6661 -0.0593566
10.7212 -0.0706775
10.765 -0.0706775
10.8251 0.0173621
10.8713 0.0173621
10.9233 -0.0360633
10.9761 -0.0360633
11.0215 -0.0695211
11.0811 -0.0695211
11.1244 -0.0941305
11.1728 -0.0941305
11.2218 -0.111383
11.2726 -0.111383
11.3203 0.194873
11.3734 0.194873
11.4198 0.108854
11.468 0.108854
11.5191 0.0785831
11.5758 0.0785831
11.6298 0.0460647
11.6831 0.0460647
11.7335 -0.05243
11.7848 -0.05243
11.8414 0.0267782
11.8905 0.0267782
11.946 -0.0131203
11.9975 -0.0131203
12.0534 -0.0589584
12.1063 -0.0589584
12.1532 0.160555
12.1976 0.160555
12.2442 0.0993685
12.292 0.0993685
12.3408 0.0538242
12.39 0.0538242
12.4401 0.0227072
12.49 0.0227072
12.5397 -0.0386569
12.5895 -0.0386569
12.6405 -0.0817412
12.6902 -0.0817412
12.7402 -0.114006
12.7899 -0.114006
12.8397 -0.111456
12.8894 -0.111456
12.9396 -0.111191
12.9896 -0.111191
13.0405 -0.119485
13.0908 -0.119485
13.1415 -0.124751
13.1906 -0.124751
13.2405 -0.132316
13.2906 -0.132316
13.3403 -0.0635804
13.3903 -0.0635804
13.4406 -0.0608205
13.4906 -0.0608205
13.5413 -0.0580149
13.5915 -0.0580149
13.6422 -0.0553514
13.6928 -0.0553514
13.7433 -0.0547272
13.7942 -0.0547272
13.8442 -0.0193502
13.8944 -0.0193502
13.944 0.0112967
13.9942 0.0112967
14.0442 0.00453868
14.094 0.00453868
14.1445 0.012672
14.1944 0.012672
14.2435 -0.0282717
14.2942 -0.0282717
14.3447 -0.00332723
14.3947 -0.00332723
14.4443 -0.018054
